lessonId	order	title	chars	words	hasVideo	active
Y6E1	1	Transition to Year 6	0	0	true	true
Y6E2	2	Hyphens	1341	218	true	true
Y6E3	3	Using the Passive	0	0	false	true
Y6E4	4	Synonyms and Antonyms, Formal and Informal Speech AND Semi-Colons, Colons and Dashes	0	0	false	true
Y6E6	5	Layout Devices	0	0	false	true
Y6E7	6	Formal and Informal Writing	0	0	false	true
Y6E8	7	Cohesion Across Paragraphs	0	0	false	true
Y6E9	8	Comprehension	0	0	false	true
Y6E10	9	Words ending in -able	0	0	false	true
Y6E11	10	SPaG Consolidation	0	0	false	true
Y6E12	11	Synonyms and Antonyms	0	0	false	true
Y6E13	12	Pronouns and Apostrophe	0	0	false	true
Y6E14	13	Subjunctive and Modal	0	0	false	true
Y6E33	14	SATs Preparation Grammatical Terms & Word Classes	0	0	false	true
Y6E15	15	SATs Preparation Sentences, Phrases and Clauses	0	0	false	true
Y6E16	16	SATs Preparation Verb Forms and Tenses	0	0	false	true
Y6E17	17	SATs Preparation Punctuation	0	0	false	true
Y6E18	18	SATs Preparation Vocabulary and Standard English	0	0	false	true
Y6E19	19	SATs Preparation Comprehension Vocabulary	0	0	false	true
Y6E20	20	SATs Preparation Comprehension Retrieving	0	0	false	true
Y6E21	21	SATs Preparation Comprehension Summarising	0	0	false	true
Y6E22	22	SATs Preparation Comprehension Inferencing	0	0	false	true
Y6E23	23	SATs Preparation Comprehension Predicting	0	0	false	true
Y6E24	24	SATs Preparation Comprehension Commenting	0	0	false	true
Y6E25	25	SATs Intensive Practice 1	0	0	false	true
Y6E26	26	SATs Intensive Practice 2	0	0	false	true
Y6E27	27	SATs Intensive Practice 3	0	0	false	true
Y6E28	28	SATs Intensive Practice 4	0	0	false	true
Y6E29	29	SATs Preparation Comprehension Figurative Speech	0	0	false	true
Y6E30	30	VCOP Practice	0	0	false	true
Y6E32	31	Verb Tenses Roundup	0	0	false	true
